[ILPcarry, ILPblock, ILPjit, inflation, Trinity, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTcarry, CTblock, CTjit, CTmix]
input/30Tasks_300_3_S.npy
[ {'shared-R': 0.31820415106657274, 'deadline': 3.793291450775094, 'period': 3.793291450775094, 'exclusive-R': 1.394418494722995}
 {'shared-R': 20.999573362405826, 'deadline': 32.934741229331266, 'period': 32.934741229331266, 'exclusive-R': 3.8998568844744876}
 {'shared-R': 0.901020855510457, 'deadline': 1.4176485924976536, 'period': 1.4176485924976536, 'exclusive-R': 0.23015747965390085}
 {'shared-R': 14.632544121275991, 'deadline': 67.23856970379032, 'period': 67.23856970379032, 'exclusive-R': 22.43970872930938}
 {'shared-R': 6.967260082134256, 'deadline': 7.226227380869713, 'period': 7.226227380869713, 'exclusive-R': 0.10092984397019103}
 {'shared-R': 3.9384633891996743, 'deadline': 14.766935864734986, 'period': 14.766935864734986, 'exclusive-R': 3.324920223900638}
 {'shared-R': 0.12928853681713381, 'deadline': 8.324627956934005, 'period': 8.324627956934005, 'exclusive-R': 2.7349239299526378}
 {'shared-R': 14.851479937444948, 'deadline': 43.038206178709274, 'period': 43.038206178709274, 'exclusive-R': 9.622905614030401}
 {'shared-R': 0.377927210770253, 'deadline': 2.9863186851546217, 'period': 2.9863186851546217, 'exclusive-R': 1.1126319264295936}
 {'shared-R': 88.42969727410548, 'deadline': 89.06587234468492, 'period': 89.06587234468492, 'exclusive-R': 0.24771426221425807}
 {'shared-R': 2.210287997882966, 'deadline': 6.569329454077899, 'period': 6.569329454077899, 'exclusive-R': 1.7294464069488724}
 {'shared-R': 16.237559892566544, 'deadline': 74.5416597880082, 'period': 74.5416597880082, 'exclusive-R': 22.738074374928452}
 {'shared-R': 0.5357044246712878, 'deadline': 3.536029437703095, 'period': 3.536029437703095, 'exclusive-R': 1.1047991468258482}
 {'shared-R': 7.761623833633877, 'deadline': 59.40015232545352, 'period': 59.40015232545352, 'exclusive-R': 22.147417088779864}
 {'shared-R': 0.41060324504104256, 'deadline': 1.5080394111228368, 'period': 1.5080394111228368, 'exclusive-R': 0.330254348593025}
 {'shared-R': 9.588544305729117, 'deadline': 23.373140825295923, 'period': 23.373140825295923, 'exclusive-R': 5.348090155783093}]
total utili:10.5
total utili+exclusive:17.760935373
[ {'shared-R': 0.11749328963193187, 'deadline': 6.026578026457324, 'period': 6.026578026457324, 'exclusive-R': 2.182537893551569}
 {'shared-R': 9.507262772039088, 'deadline': 21.878988868790778, 'period': 21.878988868790778, 'exclusive-R': 3.9068962997660925}
 {'shared-R': 0.10016149792759298, 'deadline': 1.2008304141330526, 'period': 1.2008304141330526, 'exclusive-R': 0.3572971428588832}
 {'shared-R': 15.53789850586563, 'deadline': 64.96663506920618, 'period': 64.96663506920618, 'exclusive-R': 18.552723280811698}
 {'shared-R': 3.518354403853387, 'deadline': 7.384155766828202, 'period': 7.384155766828202, 'exclusive-R': 1.6170598020879123}
 {'shared-R': 5.418614308792409, 'deadline': 24.43052295380387, 'period': 24.43052295380387, 'exclusive-R': 8.086312819807244}
 {'shared-R': 0.6944817569804977, 'deadline': 2.219466765647257, 'period': 2.219466765647257, 'exclusive-R': 0.5905692358129513}
 {'shared-R': 27.919881605255878, 'deadline': 66.16294411284706, 'period': 66.16294411284706, 'exclusive-R': 13.813230314214199}
 {'shared-R': 0.5881624566284479, 'deadline': 7.949036410573654, 'period': 7.949036410573654, 'exclusive-R': 2.253667941810091}
 {'shared-R': 8.662825650309248, 'deadline': 25.0649798507705, 'period': 25.0649798507705, 'exclusive-R': 7.159730560600001}
 {'shared-R': 0.8893082765279663, 'deadline': 2.502978147868024, 'period': 2.502978147868024, 'exclusive-R': 0.6269790293188646}
 {'shared-R': 73.35886885600897, 'deadline': 83.38724904811359, 'period': 83.38724904811359, 'exclusive-R': 4.152878487366017}
 {'shared-R': 0.3002847721322774, 'deadline': 1.4662671911314673, 'period': 1.4662671911314673, 'exclusive-R': 0.4086097509155579}
 {'shared-R': 63.08668877133997, 'deadline': 66.9183385220928, 'period': 66.9183385220928, 'exclusive-R': 1.3468733422202843}
 {'shared-R': 2.6944996241200485, 'deadline': 4.1405405695974675, 'period': 4.1405405695974675, 'exclusive-R': 0.6421840793790589}
 {'shared-R': 18.58684154388225, 'deadline': 62.72710693345781, 'period': 62.72710693345781, 'exclusive-R': 16.243300307294636}
 {'shared-R': 1.3341110696876888, 'deadline': 6.4040731539386755, 'period': 6.4040731539386755, 'exclusive-R': 2.175291288714612}
 {'shared-R': 27.631298044813775, 'deadline': 40.07842996628409, 'period': 40.07842996628409, 'exclusive-R': 4.964877285673703}
 {'shared-R': 0.05749446648611751, 'deadline': 8.418929973905525, 'period': 8.418929973905525, 'exclusive-R': 3.7478203665426486}
 {'shared-R': 20.73536823171349, 'deadline': 80.77377992538906, 'period': 80.77377992538906, 'exclusive-R': 24.3642422852764}
 {'shared-R': 2.27973552499423, 'deadline': 9.475054895278134, 'period': 9.475054895278134, 'exclusive-R': 2.6046967148913382}
 {'shared-R': 1.7790934690568658, 'deadline': 29.52440388042747, 'period': 29.52440388042747, 'exclusive-R': 8.347516544255074}
 {'shared-R': 1.2471622415490704, 'deadline': 1.5014089283461198, 'period': 1.5014089283461198, 'exclusive-R': 0.10466699822380286}
 {'shared-R': 0.736644262288668, 'deadline': 67.67756411606615, 'period': 67.67756411606615, 'exclusive-R': 24.579855123905386}
 {'shared-R': 0.563089644115951, 'deadline': 7.962836290507296, 'period': 7.962836290507296, 'exclusive-R': 2.513523207662004}
 {'shared-R': 19.058783929154888, 'deadline': 90.4048642874812, 'period': 90.4048642874812, 'exclusive-R': 26.81706377790795}
 {'shared-R': 0.4014927923312386, 'deadline': 1.172792437834623, 'period': 1.172792437834623, 'exclusive-R': 0.3150349130270026}
 {'shared-R': 77.80742909414388, 'deadline': 99.15161277136713, 'period': 99.15161277136713, 'exclusive-R': 9.562980235776315}
 {'shared-R': 3.7238293213783016, 'deadline': 6.167579384038419, 'period': 6.167579384038419, 'exclusive-R': 0.9800228567005513}
 {'shared-R': 11.088076552211879, 'deadline': 49.30297810251867, 'period': 49.30297810251867, 'exclusive-R': 11.983012697449803}]
total utili:10.5
total utili+exclusive:17.8111807758
[ {'shared-R': 4.630982226982742, 'deadline': 9.041869308809348, 'period': 9.041869308809348, 'exclusive-R': 1.5451161579972785}
 {'shared-R': 12.197497321075847, 'deadline': 82.39006428374422, 'period': 82.39006428374422, 'exclusive-R': 24.869991105341505}
 {'shared-R': 0.8345998931593168, 'deadline': 5.751218038872151, 'period': 5.751218038872151, 'exclusive-R': 1.8417402685184314}
 {'shared-R': 11.631262339055523, 'deadline': 54.53504368202054, 'period': 54.53504368202054, 'exclusive-R': 15.089112406483}
 {'shared-R': 2.4311696657534854, 'deadline': 8.866214425001907, 'period': 8.866214425001907, 'exclusive-R': 2.2421095351097273}
 {'shared-R': 33.92114899164179, 'deadline': 76.51930318293569, 'period': 76.51930318293569, 'exclusive-R': 13.907554886268873}
 {'shared-R': 0.20487250227205833, 'deadline': 2.150019628586348, 'period': 2.150019628586348, 'exclusive-R': 0.6273245717707566}
 {'shared-R': 6.461515448755083, 'deadline': 39.66248990088097, 'period': 39.66248990088097, 'exclusive-R': 10.339267702925108}
 {'shared-R': 4.84786282919839, 'deadline': 6.977839414813074, 'period': 6.977839414813074, 'exclusive-R': 0.9095222542288521}
 {'shared-R': 0.22396476324541784, 'deadline': 18.407509512482896, 'period': 18.407509512482896, 'exclusive-R': 8.16555874674225}
 {'shared-R': 1.848732334169008, 'deadline': 4.676160476334516, 'period': 4.676160476334516, 'exclusive-R': 1.1396485849501274}
 {'shared-R': 25.496127890736695, 'deadline': 69.82299714425193, 'period': 69.82299714425193, 'exclusive-R': 16.570464786223383}
 {'shared-R': 3.325384738443155, 'deadline': 9.386842332532565, 'period': 9.386842332532565, 'exclusive-R': 2.3145827402085843}
 {'shared-R': 2.5875676321896885, 'deadline': 39.351638537503916, 'period': 39.351638537503916, 'exclusive-R': 16.357859915141688}
 {'shared-R': 1.7577438855786633, 'deadline': 6.0353312253455895, 'period': 6.0353312253455895, 'exclusive-R': 1.5210954242442376}
 {'shared-R': 40.20461766251006, 'deadline': 81.47916137915853, 'period': 81.47916137915853, 'exclusive-R': 16.15007238893776}
 {'shared-R': 3.6106400954557785, 'deadline': 4.666213567882229, 'period': 4.666213567882229, 'exclusive-R': 0.4522844191199154}
 {'shared-R': 12.353197849213736, 'deadline': 37.44723288131807, 'period': 37.44723288131807, 'exclusive-R': 10.346108594044473}
 {'shared-R': 1.592575940572959, 'deadline': 3.6201747653847667, 'period': 3.6201747653847667, 'exclusive-R': 0.8614467383783795}
 {'shared-R': 2.972908200605299, 'deadline': 58.51293288272284, 'period': 58.51293288272284, 'exclusive-R': 22.610642873744304}
 {'shared-R': 2.688742763116095, 'deadline': 8.826353970146842, 'period': 8.826353970146842, 'exclusive-R': 1.868023593412959}
 {'shared-R': 20.030634362799816, 'deadline': 58.40035175503761, 'period': 58.40035175503761, 'exclusive-R': 16.041856538838733}
 {'shared-R': 0.7424856061582374, 'deadline': 8.285753981732785, 'period': 8.285753981732785, 'exclusive-R': 2.460755454085875}
 {'shared-R': 63.22279398847607, 'deadline': 94.63195634893134, 'period': 94.63195634893134, 'exclusive-R': 11.906661521448338}
 {'shared-R': 1.9178187746750763, 'deadline': 4.082954448537455, 'period': 4.082954448537455, 'exclusive-R': 0.8596135102183176}
 {'shared-R': 20.759666971381275, 'deadline': 32.036968620851646, 'period': 32.036968620851646, 'exclusive-R': 4.463312701027856}
 {'shared-R': 1.1837824303526836, 'deadline': 5.283084579656681, 'period': 5.283084579656681, 'exclusive-R': 1.297692066298962}
 {'shared-R': 36.640386755503954, 'deadline': 36.69814543794707, 'period': 36.69814543794707, 'exclusive-R': 0.021558024297481472}
 {'shared-R': 1.193624458520198, 'deadline': 6.84735469283914, 'period': 6.84735469283914, 'exclusive-R': 2.195583858721785}
 {'shared-R': 22.968280857935223, 'deadline': 71.92582214833156, 'period': 71.92582214833156, 'exclusive-R': 15.327886053968394}]
total utili:10.5
total utili+exclusive:17.7607934763
[ {'shared-R': 0.31882371556043954, 'deadline': 3.4658292746806434, 'period': 3.4658292746806434, 'exclusive-R': 1.0611528168442044}
 {'shared-R': 3.6658300071019196, 'deadline': 16.594144003590117, 'period': 16.594144003590117, 'exclusive-R': 4.781235563346083}
 {'shared-R': 2.3344422867050474, 'deadline': 5.508509792714127, 'period': 5.508509792714127, 'exclusive-R': 1.0499004119837285}
 {'shared-R': 33.43581492234521, 'deadline': 83.93174153424744, 'period': 83.93174153424744, 'exclusive-R': 16.924286520805804}
 {'shared-R': 5.128884676967951, 'deadline': 5.48291944768946, 'period': 5.48291944768946, 'exclusive-R': 0.12615391088372865}
 {'shared-R': 36.965196034919664, 'deadline': 49.589783916859346, 'period': 49.589783916859346, 'exclusive-R': 4.24628633500554}
 {'shared-R': 1.1175714357181021, 'deadline': 1.331618192550816, 'period': 1.331618192550816, 'exclusive-R': 0.08737851926478377}
 {'shared-R': 0.676468781475248, 'deadline': 76.53465517958196, 'period': 76.53465517958196, 'exclusive-R': 33.09810781705431}
 {'shared-R': 0.27547955332489865, 'deadline': 4.212244510005702, 'period': 4.212244510005702, 'exclusive-R': 1.6616855402493693}
 {'shared-R': 8.138083115466943, 'deadline': 74.29987633221003, 'period': 74.29987633221003, 'exclusive-R': 26.85733936145921}
 {'shared-R': 2.6725340598638856, 'deadline': 4.590287220731538, 'period': 4.590287220731538, 'exclusive-R': 0.6210605615176317}
 {'shared-R': 8.195340714283512, 'deadline': 75.60354558536405, 'period': 75.60354558536405, 'exclusive-R': 21.70239089258412}
 {'shared-R': 4.400935732533075, 'deadline': 7.142285312006278, 'period': 7.142285312006278, 'exclusive-R': 1.174358446280074}
 {'shared-R': 59.62264416915859, 'deadline': 66.75507403878794, 'period': 66.75507403878794, 'exclusive-R': 2.227915210212098}
 {'shared-R': 0.07271586616706184, 'deadline': 7.1185876771269285, 'period': 7.1185876771269285, 'exclusive-R': 2.4060574450545755}
 {'shared-R': 0.7044165102245185, 'deadline': 25.880518449727823, 'period': 25.880518449727823, 'exclusive-R': 10.75874397357697}
 {'shared-R': 0.6405065888262536, 'deadline': 2.809579601469296, 'period': 2.809579601469296, 'exclusive-R': 0.7947796198726583}
 {'shared-R': 3.3088759827391003, 'deadline': 37.12364267375098, 'period': 37.12364267375098, 'exclusive-R': 12.84146656200897}
 {'shared-R': 0.01777100685900167, 'deadline': 2.461345547072214, 'period': 2.461345547072214, 'exclusive-R': 1.0622778233716874}
 {'shared-R': 0.6645697335483353, 'deadline': 38.78695533094718, 'period': 38.78695533094718, 'exclusive-R': 14.693952584191507}
 {'shared-R': 0.6445607001380431, 'deadline': 6.995218232288472, 'period': 6.995218232288472, 'exclusive-R': 2.3532010579187204}
 {'shared-R': 12.179308620142343, 'deadline': 48.37536258985217, 'period': 48.37536258985217, 'exclusive-R': 13.588719262337136}
 {'shared-R': 3.0211314345456146, 'deadline': 4.319449801471245, 'period': 4.319449801471245, 'exclusive-R': 0.4400900942358618}
 {'shared-R': 20.94331506774332, 'deadline': 79.61133352103082, 'period': 79.61133352103082, 'exclusive-R': 18.677630037461405}
 {'shared-R': 1.4707586340164842, 'deadline': 7.986147191605426, 'period': 7.986147191605426, 'exclusive-R': 2.0043431117706785}
 {'shared-R': 46.44803769765286, 'deadline': 59.157009893570425, 'period': 59.157009893570425, 'exclusive-R': 4.601847591184441}
 {'shared-R': 1.7144446238510573, 'deadline': 7.133280599384063, 'period': 7.133280599384063, 'exclusive-R': 1.9566344229113957}
 {'shared-R': 0.7139830174284489, 'deadline': 31.32738606664435, 'period': 31.32738606664435, 'exclusive-R': 10.989793964746674}
 {'shared-R': 5.391324931976345, 'deadline': 7.412328911401776, 'period': 7.412328911401776, 'exclusive-R': 0.7139943192743937}
 {'shared-R': 46.58796614113882, 'deadline': 57.092370302656896, 'period': 57.092370302656896, 'exclusive-R': 3.974318621006114}]
total utili:10.5
total utili+exclusive:17.7358952105
[ {'shared-R': 1.3966464045545686, 'deadline': 5.848820058500196, 'period': 5.848820058500196, 'exclusive-R': 1.7350226946400689}
 {'shared-R': 7.7673338418204825, 'deadline': 36.207913503366456, 'period': 36.207913503366456, 'exclusive-R': 10.696160410759752}
 {'shared-R': 0.20270563929074364, 'deadline': 3.8171910471385297, 'period': 3.8171910471385297, 'exclusive-R': 1.3952779733860716}
 {'shared-R': 21.597066367528814, 'deadline': 82.30461760746464, 'period': 82.30461760746464, 'exclusive-R': 22.364924139230983}
 {'shared-R': 0.7615166026882724, 'deadline': 4.353138474098639, 'period': 4.353138474098639, 'exclusive-R': 1.524812316570248}
 {'shared-R': 11.183636647617707, 'deadline': 80.0079639914923, 'period': 80.0079639914923, 'exclusive-R': 28.723161566277014}
 {'shared-R': 0.9877826942113928, 'deadline': 3.00132775480123, 'period': 3.00132775480123, 'exclusive-R': 0.7355691113445593}
 {'shared-R': 25.2469331704092, 'deadline': 31.017919005605133, 'period': 31.017919005605133, 'exclusive-R': 2.086757007492993}
 {'shared-R': 1.360467532441799, 'deadline': 7.360411828585958, 'period': 7.360411828585958, 'exclusive-R': 2.440681776434078}
 {'shared-R': 0.016489711904299518, 'deadline': 19.331780317727983, 'period': 19.331780317727983, 'exclusive-R': 7.128516427836991}
 {'shared-R': 2.1984553742334523, 'deadline': 8.401706766944848, 'period': 8.401706766944848, 'exclusive-R': 2.3442787719784266}
 {'shared-R': 20.115863007462213, 'deadline': 53.81998303291921, 'period': 53.81998303291921, 'exclusive-R': 11.759220787986338}
 {'shared-R': 2.0603463297801765, 'deadline': 5.463619289890798, 'period': 5.463619289890798, 'exclusive-R': 1.1481490484748265}
 {'shared-R': 4.957166188184927, 'deadline': 13.680515665316776, 'period': 13.680515665316776, 'exclusive-R': 3.042918824260981}
 {'shared-R': 0.7170628251993427, 'deadline': 1.6675234115053157, 'period': 1.6675234115053157, 'exclusive-R': 0.3294643728012891}
 {'shared-R': 9.986724263115477, 'deadline': 52.786375722073174, 'period': 52.786375722073174, 'exclusive-R': 14.096033716325971}
 {'shared-R': 7.377608228937032, 'deadline': 8.913888783360349, 'period': 8.913888783360349, 'exclusive-R': 0.5058071242428518}
 {'shared-R': 1.7518052793637213, 'deadline': 58.166963593864, 'period': 58.166963593864, 'exclusive-R': 24.556885759849713}
 {'shared-R': 0.26310893298476307, 'deadline': 5.943633169861167, 'period': 5.943633169861167, 'exclusive-R': 1.7724399592397402}
 {'shared-R': 5.754703123340016, 'deadline': 74.5235433748407, 'period': 74.5235433748407, 'exclusive-R': 27.944004742135576}
 {'shared-R': 4.53673112732337, 'deadline': 8.65052831216532, 'period': 8.65052831216532, 'exclusive-R': 1.5908929439547572}
 {'shared-R': 51.04760815057928, 'deadline': 98.85043734407768, 'period': 98.85043734407768, 'exclusive-R': 20.367361845473695}
 {'shared-R': 3.1987193426648806, 'deadline': 3.726392663772575, 'period': 3.726392663772575, 'exclusive-R': 0.22980005054361274}
 {'shared-R': 16.631972005047704, 'deadline': 84.30526229633361, 'period': 84.30526229633361, 'exclusive-R': 28.339889102293675}
 {'shared-R': 6.115433833768327, 'deadline': 7.436097456028525, 'period': 7.436097456028525, 'exclusive-R': 0.5581900489363433}
 {'shared-R': 50.41513212146146, 'deadline': 86.79941089645679, 'period': 86.79941089645679, 'exclusive-R': 11.81046965590663}
 {'shared-R': 1.9996472926253088, 'deadline': 4.248219742830421, 'period': 4.248219742830421, 'exclusive-R': 0.8012143526109934}
 {'shared-R': 6.144223082370797, 'deadline': 90.48752689843215, 'period': 90.48752689843215, 'exclusive-R': 25.937323301106346}
 {'shared-R': 1.542339247039841, 'deadline': 9.57687954379019, 'period': 9.57687954379019, 'exclusive-R': 2.72804994800778}
 {'shared-R': 49.23279131727822, 'deadline': 53.80906415273305, 'period': 53.80906415273305, 'exclusive-R': 1.5656727919622773}]
total utili:10.5
total utili+exclusive:17.7861990803
[ {'shared-R': 1.3048322439874431, 'deadline': 5.260277488756169, 'period': 5.260277488756169, 'exclusive-R': 1.448839099025996}
 {'shared-R': 19.394002579635735, 'deadline': 61.94646425298276, 'period': 61.94646425298276, 'exclusive-R': 18.968771915869162}
 {'shared-R': 3.754317692977642, 'deadline': 8.554773773936837, 'period': 8.554773773936837, 'exclusive-R': 1.5787018664104966}
 {'shared-R': 14.307886205889384, 'deadline': 80.47496330860335, 'period': 80.47496330860335, 'exclusive-R': 28.313962612781268}
 {'shared-R': 1.2293759006758882, 'deadline': 4.846077996463531, 'period': 4.846077996463531, 'exclusive-R': 1.5133797969252964}
 {'shared-R': 20.4424805822433, 'deadline': 82.82084673154452, 'period': 82.82084673154452, 'exclusive-R': 24.896105420721646}
 {'shared-R': 2.076141849027812, 'deadline': 3.917346722312769, 'period': 3.917346722312769, 'exclusive-R': 0.6462453877726541}
 {'shared-R': 9.088942401670339, 'deadline': 77.52479299649734, 'period': 77.52479299649734, 'exclusive-R': 29.471645686781706}
 {'shared-R': 0.6872473127290519, 'deadline': 2.884148584146264, 'period': 2.884148584146264, 'exclusive-R': 0.9238525062423603}
 {'shared-R': 0.22746699090119768, 'deadline': 44.0920158279569, 'period': 44.0920158279569, 'exclusive-R': 19.655913948130895}
 {'shared-R': 4.097678213826646, 'deadline': 5.131789273360063, 'period': 5.131789273360063, 'exclusive-R': 0.40219839591003625}
 {'shared-R': 3.915424532465661, 'deadline': 13.6074885883713, 'period': 13.6074885883713, 'exclusive-R': 3.6637028037862187}
 {'shared-R': 7.113845556863286, 'deadline': 9.789001716117737, 'period': 9.789001716117737, 'exclusive-R': 1.001899459182735}
 {'shared-R': 3.6798073407209984, 'deadline': 25.992853181366257, 'period': 25.992853181366257, 'exclusive-R': 7.320172651764867}
 {'shared-R': 1.844100591904867, 'deadline': 4.373957280212146, 'period': 4.373957280212146, 'exclusive-R': 0.8371594786890728}
 {'shared-R': 8.42476954416889, 'deadline': 26.98829343362532, 'period': 26.98829343362532, 'exclusive-R': 5.977435241197765}
 {'shared-R': 2.7853189722675076, 'deadline': 2.944900459568267, 'period': 2.944900459568267, 'exclusive-R': 0.06880633632243205}
 {'shared-R': 3.756989057118088, 'deadline': 13.670267176298758, 'period': 13.670267176298758, 'exclusive-R': 3.26708703066756}
 {'shared-R': 1.208330374257064, 'deadline': 5.1734585269116105, 'period': 5.1734585269116105, 'exclusive-R': 1.4885901173453215}
 {'shared-R': 23.02455567669727, 'deadline': 56.59666282753744, 'period': 56.59666282753744, 'exclusive-R': 14.818293108715029}
 {'shared-R': 0.764686648205755, 'deadline': 6.094222883910875, 'period': 6.094222883910875, 'exclusive-R': 1.7493760469530921}
 {'shared-R': 46.27818265881838, 'deadline': 98.94175912613166, 'period': 98.94175912613166, 'exclusive-R': 21.453413411415546}
 {'shared-R': 0.2624542028886277, 'deadline': 3.7305152903439414, 'period': 3.7305152903439414, 'exclusive-R': 1.2524777600496724}
 {'shared-R': 2.8017692567507106, 'deadline': 28.257016568908295, 'period': 28.257016568908295, 'exclusive-R': 7.870521950062783}
 {'shared-R': 0.587678302232983, 'deadline': 6.231040137908887, 'period': 6.231040137908887, 'exclusive-R': 2.4770619284584976}
 {'shared-R': 9.108350297316909, 'deadline': 38.0917402484511, 'period': 38.0917402484511, 'exclusive-R': 11.38293178956107}
 {'shared-R': 2.4900841622789898, 'deadline': 6.474132658645288, 'period': 6.474132658645288, 'exclusive-R': 1.2180329432031431}
 {'shared-R': 82.37111456013477, 'deadline': 82.85541616117403, 'period': 82.85541616117403, 'exclusive-R': 0.17818903594266675}
 {'shared-R': 0.29388981125228225, 'deadline': 6.598655786478351, 'period': 6.598655786478351, 'exclusive-R': 2.774475562339215}
 {'shared-R': 50.15888068590157, 'deadline': 58.17097315733242, 'period': 58.17097315733242, 'exclusive-R': 2.956558739238189}]
total utili:10.5
total utili+exclusive:17.9746294363
[ {'shared-R': 2.354551996133081, 'deadline': 7.184413061473903, 'period': 7.184413061473903, 'exclusive-R': 1.9967192418333242}
 {'shared-R': 48.330184036831646, 'deadline': 51.48416284460434, 'period': 51.48416284460434, 'exclusive-R': 1.0243083928250654}
 {'shared-R': 2.5713293535635553, 'deadline': 6.088865247087928, 'period': 6.088865247087928, 'exclusive-R': 1.5721355964507013}
 {'shared-R': 24.037008525485366, 'deadline': 37.29683290295972, 'period': 37.29683290295972, 'exclusive-R': 5.402923016309819}
 {'shared-R': 2.8062467272001217, 'deadline': 5.003581548996155, 'period': 5.003581548996155, 'exclusive-R': 0.8190082831522156}
 {'shared-R': 6.859088582723715, 'deadline': 64.7615371825952, 'period': 64.7615371825952, 'exclusive-R': 22.095931068962535}
 {'shared-R': 1.5507507701288115, 'deadline': 3.929106065966831, 'period': 3.929106065966831, 'exclusive-R': 1.0670533962570754}
 {'shared-R': 5.970531348702362, 'deadline': 79.73985376953884, 'period': 79.73985376953884, 'exclusive-R': 32.97143598574939}
 {'shared-R': 0.46294130134836053, 'deadline': 2.7182751896248387, 'period': 2.7182751896248387, 'exclusive-R': 0.8597944863323592}
 {'shared-R': 4.087835033397566, 'deadline': 19.527468818039363, 'period': 19.527468818039363, 'exclusive-R': 6.733256206436155}
 {'shared-R': 1.7498395643399156, 'deadline': 4.40697586674068, 'period': 4.40697586674068, 'exclusive-R': 1.0323204504863872}
 {'shared-R': 6.184237013586019, 'deadline': 45.306015120785766, 'period': 45.306015120785766, 'exclusive-R': 14.278188148448617}
 {'shared-R': 1.5419097844523877, 'deadline': 3.20739761310505, 'period': 3.20739761310505, 'exclusive-R': 0.5045776290553595}
 {'shared-R': 2.8381513025581557, 'deadline': 59.87436896567095, 'period': 59.87436896567095, 'exclusive-R': 19.180896969851}
 {'shared-R': 4.982174925258165, 'deadline': 5.943528799155835, 'period': 5.943528799155835, 'exclusive-R': 0.29962706032353936}
 {'shared-R': 32.87937512810585, 'deadline': 77.94765394536473, 'period': 77.94765394536473, 'exclusive-R': 14.607108171533076}
 {'shared-R': 0.26088071114601663, 'deadline': 6.261436423446943, 'period': 6.261436423446943, 'exclusive-R': 2.692636940005898}
 {'shared-R': 7.869729050640943, 'deadline': 81.47921552239228, 'period': 81.47921552239228, 'exclusive-R': 26.91219879060377}
 {'shared-R': 4.697529087749965, 'deadline': 7.154979814621817, 'period': 7.154979814621817, 'exclusive-R': 1.0075537623588362}
 {'shared-R': 12.428590534056392, 'deadline': 16.501439887685542, 'period': 16.501439887685542, 'exclusive-R': 1.7794745971213648}
 {'shared-R': 0.33046238274944834, 'deadline': 9.634195776055641, 'period': 9.634195776055641, 'exclusive-R': 3.052834392518279}
 {'shared-R': 9.926670949801853, 'deadline': 22.73228093176205, 'period': 22.73228093176205, 'exclusive-R': 4.736327811276307}
 {'shared-R': 0.029372206869802953, 'deadline': 8.696536161163287, 'period': 8.696536161163287, 'exclusive-R': 3.0257718108106255}
 {'shared-R': 17.786978319345575, 'deadline': 49.330049257547984, 'period': 49.330049257547984, 'exclusive-R': 9.829396351439996}
 {'shared-R': 0.8642556300299098, 'deadline': 2.764107007736639, 'period': 2.764107007736639, 'exclusive-R': 0.8151289050064993}
 {'shared-R': 1.8725129086222168, 'deadline': 38.99006198053752, 'period': 38.99006198053752, 'exclusive-R': 14.381047104736382}
 {'shared-R': 1.449912593860694, 'deadline': 2.7812462939290548, 'period': 2.7812462939290548, 'exclusive-R': 0.4269434149438204}
 {'shared-R': 4.9480312856736415, 'deadline': 28.362194221384815, 'period': 28.362194221384815, 'exclusive-R': 7.505809951413704}
 {'shared-R': 0.8595637180425469, 'deadline': 2.8689570157658197, 'period': 2.8689570157658197, 'exclusive-R': 0.8525529718694861}
 {'shared-R': 29.86697807072334, 'deadline': 50.61811453199344, 'period': 50.61811453199344, 'exclusive-R': 6.374131838736417}]
total utili:10.5
total utili+exclusive:17.9031804448
[ {'shared-R': 1.6339129243015373, 'deadline': 3.505874946972664, 'period': 3.505874946972664, 'exclusive-R': 0.6386844232613105}
 {'shared-R': 39.72169275214356, 'deadline': 95.46454287012358, 'period': 95.46454287012358, 'exclusive-R': 24.99305298659625}
 {'shared-R': 2.6769742473508975, 'deadline': 6.6328806140084335, 'period': 6.6328806140084335, 'exclusive-R': 1.1926667100679613}
 {'shared-R': 5.881440773057982, 'deadline': 76.16405025194857, 'period': 76.16405025194857, 'exclusive-R': 29.007639728254603}
 {'shared-R': 0.29049823983025475, 'deadline': 1.0318604542041792, 'period': 1.0318604542041792, 'exclusive-R': 0.2903586265622432}
 {'shared-R': 23.1266040998432, 'deadline': 57.582337753882165, 'period': 57.582337753882165, 'exclusive-R': 15.112324632267853}
 {'shared-R': 5.177396322970925, 'deadline': 6.788238699365553, 'period': 6.788238699365553, 'exclusive-R': 0.48489129128479574}
 {'shared-R': 12.596156365288216, 'deadline': 84.09421154778795, 'period': 84.09421154778795, 'exclusive-R': 23.02385380603394}
 {'shared-R': 3.9696394147955, 'deadline': 8.130431352453352, 'period': 8.130431352453352, 'exclusive-R': 1.4621197844823335}
 {'shared-R': 53.43871842017077, 'deadline': 85.77552671412282, 'period': 85.77552671412282, 'exclusive-R': 12.979556816243552}
 {'shared-R': 1.0622354479264857, 'deadline': 7.426440949771403, 'period': 7.426440949771403, 'exclusive-R': 2.2724057787701373}
 {'shared-R': 1.7323526901498274, 'deadline': 62.08401726248414, 'period': 62.08401726248414, 'exclusive-R': 24.229564369404002}
 {'shared-R': 2.2462011169160774, 'deadline': 8.468989546725588, 'period': 8.468989546725588, 'exclusive-R': 1.8746047011432856}
 {'shared-R': 2.3041814503957303, 'deadline': 60.06225573371889, 'period': 60.06225573371889, 'exclusive-R': 19.697309717453194}
